type	time	latitude	longitude	altitude (ft)	speed (mph)	distance_interval (ft)	name	desc
T	2022-07-15 00:51:41	33.978352915	-118.450535552	0.9	1.9	1.59		
T	2022-07-15 00:51:42	33.978354277	-118.450535763	0.9	0.7	0.54		
T	2022-07-15 00:51:43	33.978359248	-118.450540922	1.6	1.0	2.39		
T	2022-07-15 00:51:44	33.978376005	-118.450544999	6.7	2.9	6.24		
T	2022-07-15 00:51:45	33.978385634	-118.450552360	3.6	3.5	4.16		
T	2022-07-15 00:51:46	33.978395063	-118.450559198	2.0	2.8	4.01		
T	2022-07-15 00:51:47	33.978399008	-118.450565721	10.4	2.2	2.43		
T	2022-07-15 00:51:48	33.978403345	-118.450562103	15.0	1.1	1.92		
T	2022-07-15 00:51:49	33.978402694	-118.450561547	14.7	0.6	0.31		
T	2022-07-15 00:51:50	33.978402724	-118.450568405	9.3	0.7	2.07		
T	2022-07-15 00:51:51	33.978402477	-118.450568143	11.1	0.7	0.00		
T	2022-07-15 00:51:52	33.978400566	-118.450565863	11.2	0.4	0.98		
T	2022-07-15 00:51:53	33.978405487	-118.450565206	12.1	0.5	1.79		
T	2022-07-15 00:51:54	33.978411824	-118.450566931	14.8	1.4	2.33		
T	2022-07-15 00:51:55	33.978419623	-118.450569569	13.9	1.8	2.95		
T	2022-07-15 00:51:56	33.978418622	-118.450569538	13.9	0.9	0.44		
T	2022-07-15 00:51:57	33.978430543	-118.450571967	11.7	1.4	4.40		
T	2022-07-15 00:51:58	33.978430543	-118.450571967	11.7	1.5	0.00		
T	2022-07-15 00:51:59	33.978430543	-118.450571967	11.7	0.0	0.00		
T	2022-07-15 00:52:00	33.978430543	-118.450571967	11.7	0.0	0.00		
T	2022-07-15 00:52:01	33.978464922	-118.450576622	2.9	4.3	12.62		
T	2022-07-15 00:52:02	33.978464334	-118.450576709	3.7	4.2	0.00		
T	2022-07-15 00:52:03	33.978464334	-118.450576709	3.7	0.0	0.00		
T	2022-07-15 00:52:04	33.978464334	-118.450576709	3.7	0.0	0.00		
T	2022-07-15 00:52:05.001	33.978464334	-118.450576709	3.7	0.0	0.00		
T	2022-07-15 00:52:06.001	33.978464334	-118.450576709	3.7	0.0	0.00		
T	2022-07-15 00:52:07.001	33.978464334	-118.450576709	3.7	0.0	0.00		
T	2022-07-15 00:52:08.001	33.978488074	-118.450576033	8.7	3.0	8.67		
T	2022-07-15 00:52:09.001	33.978487735	-118.450576169	9.0	2.9	0.00		
T	2022-07-15 00:52:10.001	33.978487735	-118.450576169	9.0	0.0	0.00		
T	2022-07-15 00:52:11.001	33.978487735	-118.450576169	9.0	0.0	0.00		
T	2022-07-15 00:52:12.001	33.978508080	-118.450576880	6.3	2.5	7.42		
T	2022-07-15 00:52:13.001	33.978508080	-118.450576880	6.3	2.5	0.00		
T	2022-07-15 00:52:14.001	33.978517330	-118.450577434	5.4	1.2	3.38		
T	2022-07-15 00:52:15.001	33.978516033	-118.450578595	7.3	1.0	0.54		
T	2022-07-15 00:52:16.001	33.978516033	-118.450578595	7.3	0.2	0.00		
T	2022-07-15 00:52:17.001	33.978519409	-118.450570897	12.2	0.9	2.64		
T	2022-07-15 00:52:18.001	33.978517257	-118.450571697	11.7	0.7	0.88		
T	2022-07-15 00:52:19.001	33.978517257	-118.450571697	11.7	0.3	0.00		
T	2022-07-15 00:52:20.001	33.978520501	-118.450577597	8.3	0.7	2.11		
T	2022-07-15 00:52:21	33.978502866	-118.450574415	6.1	1.8	6.50		
T	2022-07-15 00:52:22	33.978506299	-118.450575582	6.5	1.8	1.32		
T	2022-07-15 00:52:23	33.978498187	-118.450576270	9.1	0.6	2.95		
T	2022-07-15 00:52:24	33.978499019	-118.450578611	8.9	1.0	0.76		
T	2022-07-15 00:52:25	33.978491819	-118.450578489	9.2	0.8	2.62		
T	2022-07-15 00:52:26	33.978488880	-118.450579093	7.8	1.3	1.03		
T	2022-07-15 00:52:27	33.978486667	-118.450577483	9.3	0.6	0.88		
T	2022-07-15 00:52:28	33.978484173	-118.450577300	8.1	0.6	0.88		
T	2022-07-15 00:52:29	33.978479782	-118.450583707	6.9	1.1	2.53		
T	2022-07-15 00:52:30	33.978477552	-118.450581295	6.8	0.9	1.08		
T	2022-07-15 00:52:31	33.978458983	-118.450575126	9.5	2.7	7.03		
T	2022-07-15 00:52:32	33.978462153	-118.450575945	9.1	2.0	1.17		
T	2022-07-15 00:52:33	33.978435154	-118.450571512	11.7	3.0	9.93		
T	2022-07-15 00:52:34	33.978428581	-118.450571999	10.5	4.2	2.37		
T	2022-07-15 00:52:35	33.978415465	-118.450561806	9.8	2.6	5.69		
T	2022-07-15 00:52:36	33.978408492	-118.450563953	8.9	2.6	2.64		
T	2022-07-15 00:52:37	33.978397356	-118.450555857	16.0	2.3	4.74		
T	2022-07-15 00:52:38	33.978387528	-118.450557100	6.1	2.7	3.61		
T	2022-07-15 00:52:39	33.978381684	-118.450556755	2.5	2.0	2.14		
T	2022-07-15 00:52:40	33.978367840	-118.450546915	6.1	2.7	5.86		
T	2022-07-15 00:52:41	33.978360751	-118.450542418	11.2	3.0	2.92		
T	2022-07-15 00:52:42	33.978365502	-118.450544640	10.5	0.4	1.87		
T	2022-07-15 00:52:43	33.978349922	-118.450542794	10.4	1.3	5.72		
T	2022-07-15 00:52:44	33.978337067	-118.450541837	9.3	3.5	4.68		
T	2022-07-15 00:52:45	33.978323978	-118.450534447	8.6	3.3	5.28		
T	2022-07-15 00:52:46	33.978315134	-118.450534119	2.5	2.8	3.21		
T	2022-07-15 00:52:47	33.978304541	-118.450534714	2.0	2.4	3.87		
T	2022-07-15 00:52:48	33.978287965	-118.450537868	9.0	3.4	6.12		
T	2022-07-15 00:52:49	33.978290199	-118.450538719	1.7	1.8	0.82		
T	2022-07-15 00:52:50	33.978283596	-118.450536741	4.2	0.6	2.45		
T	2022-07-15 00:52:51	33.978270668	-118.450537573	1.2	2.4	4.72		
T	2022-07-15 00:52:52	33.978258444	-118.450534167	2.4	3.1	4.57		
T	2022-07-15 00:52:53	33.978254240	-118.450530472	2.3	2.2	1.89		
T	2022-07-15 00:52:54	33.978241083	-118.450532145	-4.1	2.2	4.83		
T	2022-07-15 00:52:55	33.978228753	-118.450537170	1.6	3.2	4.74		
T	2022-07-15 00:52:56	33.978218295	-118.450536827	1.3	2.9	3.83		
T	2022-07-15 00:52:57	33.978207664	-118.450529968	7.2	2.7	4.40		
T	2022-07-15 00:52:58	33.978195348	-118.450526996	10.2	3.0	4.59		
T	2022-07-15 00:52:59	33.978184923	-118.450530188	7.7	2.8	3.94		
T	2022-07-15 00:53:00	33.978175271	-118.450532744	2.3	2.6	3.61		
T	2022-07-15 00:53:01	33.978163993	-118.450535032	0.4	2.7	4.17		
T	2022-07-15 00:53:02	33.978152144	-118.450534694	0.0	2.9	4.33		
T	2022-07-15 00:53:03	33.978148383	-118.450531939	-3.0	2.0	1.59		
T	2022-07-15 00:53:04	33.978136966	-118.450527500	5.2	2.0	4.38		
T	2022-07-15 00:53:05	33.978125268	-118.450526204	4.4	2.9	4.28		
T	2022-07-15 00:53:06	33.978118473	-118.450523573	6.9	2.3	2.61		
T	2022-07-15 00:53:07	33.978111752	-118.450524513	5.8	1.7	2.47		
T	2022-07-15 00:53:08	33.978097217	-118.450519626	8.8	2.7	5.50		
T	2022-07-15 00:53:09	33.978088241	-118.450518203	10.6	3.0	3.30		
T	2022-07-15 00:53:10	33.978079698	-118.450515308	11.4	2.2	3.27		
T	2022-07-15 00:53:11	33.978076577	-118.450509924	16.0	1.7	1.99		
T	2022-07-15 00:53:12	33.978067529	-118.450519094	7.1	1.6	4.32		
T	2022-07-15 00:53:13	33.978060746	-118.450528323	-0.7	2.7	3.72		
T	2022-07-15 00:53:14	33.978060090	-118.450528355	-13.2	1.3	0.00		
T	2022-07-15 00:53:15	33.978060112	-118.450529031	-14.8	0.2	0.00		
T	2022-07-15 00:53:16	33.978060854	-118.450528614	-13.6	0.0	0.00		
T	2022-07-15 00:53:17	33.978052973	-118.450528198	-0.9	0.9	2.87		
T	2022-07-15 00:53:18	33.978049768	-118.450523427	1.6	1.5	1.87		
T	2022-07-15 00:53:19	33.978050679	-118.450525543	1.6	0.4	0.76		
T	2022-07-15 00:53:20	33.978047807	-118.450525125	3.4	0.3	0.98		
T	2022-07-15 00:53:21	33.978052788	-118.450517024	-7.6	0.9	3.04		
T	2022-07-15 00:53:22	33.978045714	-118.450518907	-0.9	0.7	2.62		
T	2022-07-15 00:53:23	33.978044566	-118.450520835	1.6	1.1	0.76		
T	2022-07-15 00:53:24	33.978044516	-118.450521049	1.7	0.3	0.00		
T	2022-07-15 00:53:25	33.978039340	-118.450520779	2.8	0.7	1.92		
T	2022-07-15 00:53:26	33.978039199	-118.450520935	3.0	0.7	0.00		
T	2022-07-15 00:53:27	33.978031012	-118.450524829	4.3	1.1	3.21		
T	2022-07-15 00:53:28	33.978022604	-118.450537104	4.7	2.7	4.83		
T	2022-07-15 00:53:29	33.978033611	-118.450540074	8.2	1.6	4.12		
T	2022-07-15 00:53:30	33.978019537	-118.450538780	7.2	0.4	5.15		
T	2022-07-15 00:53:31	33.978018383	-118.450541829	2.3	1.9	1.03		
T	2022-07-15 00:53:32	33.978011876	-118.450548222	15.7	1.4	3.05		
T	2022-07-15 00:53:33	33.977998934	-118.450542322	12.6	2.4	5.06		
T	2022-07-15 00:53:34	33.977990936	-118.450545274	20.9	2.6	3.05		
T	2022-07-15 00:53:35	33.977983882	-118.450556457	20.0	2.4	4.25		
T	2022-07-15 00:53:36	33.977983979	-118.450556283	19.7	1.4	0.00		
T	2022-07-15 00:53:37	33.977982459	-118.450558569	14.1	0.3	0.88		
T	2022-07-15 00:53:38	33.977973217	-118.450570200	17.8	2.0	4.88		
T	2022-07-15 00:53:39	33.977972808	-118.450569266	13.9	1.6	0.31		
T	2022-07-15 00:53:40	33.977972808	-118.450569266	13.9	0.0	0.00		
T	2022-07-15 00:53:41	33.977969186	-118.450587659	16.3	1.9	5.71		
T	2022-07-15 00:53:42	33.977968959	-118.450595064	14.4	2.7	2.20		
T	2022-07-15 00:53:43	33.977968015	-118.450596532	10.9	0.9	0.62		
T	2022-07-15 00:53:44	33.977966647	-118.450610821	11.1	1.6	4.36		
T	2022-07-15 00:53:45	33.977968957	-118.450622786	12.8	2.7	3.71		
T	2022-07-15 00:53:46	33.977974964	-118.450618478	7.5	1.3	2.55		
T	2022-07-15 00:53:47	33.977974918	-118.450623533	3.8	0.7	1.53		
T	2022-07-15 00:53:48	33.977974810	-118.450622130	4.8	0.4	0.44		
T	2022-07-15 00:53:49	33.977984708	-118.450624694	8.3	1.2	3.69		
T	2022-07-15 00:53:50	33.977985871	-118.450636969	6.9	2.1	3.74		
T	2022-07-15 00:53:51	33.977990291	-118.450644445	8.8	2.2	2.75		
T	2022-07-15 00:53:52	33.977990870	-118.450652531	8.6	1.7	2.45		
T	2022-07-15 00:53:53	33.977992431	-118.450663450	9.7	2.0	3.34		
T	2022-07-15 00:53:54	33.977992430	-118.450681526	7.5	3.0	5.48		
T	2022-07-15 00:53:55	33.977990641	-118.450684922	4.2	2.2	1.21		
T	2022-07-15 00:53:56	33.977991725	-118.450690441	2.0	0.9	1.71		
T	2022-07-15 00:53:57	33.977992718	-118.450701898	1.1	1.8	3.50		
T	2022-07-15 00:53:58.001	33.977993280	-118.450708732	1.0	1.9	2.11		
T	2022-07-15 00:53:59.001	33.977992132	-118.450729198	2.0	2.8	6.21		
T	2022-07-15 00:54:00.001	33.977992701	-118.450742552	5.3	3.5	4.04		
T	2022-07-15 00:54:01.001	33.977990139	-118.450768334	4.0	4.0	7.86		
T	2022-07-15 00:54:02.001	33.977988445	-118.450791395	7.8	5.1	7.01		
T	2022-07-15 00:54:03.001	33.977989778	-118.450800570	0.7	3.3	2.82		
T	2022-07-15 00:54:04.001	33.977986128	-118.450814655	4.4	2.4	4.47		
T	2022-07-15 00:54:05.001	33.977985129	-118.450826950	8.7	2.8	3.74		
T	2022-07-15 00:54:06.001	33.977986003	-118.450833651	9.6	2.0	2.07		
T	2022-07-15 00:54:07.001	33.977981199	-118.450851140	17.1	2.5	5.57		
T	2022-07-15 00:54:08.001	33.977980277	-118.450858055	16.5	2.6	2.11		
T	2022-07-15 00:54:09.001	33.977977077	-118.450873830	14.4	2.4	4.90		
T	2022-07-15 00:54:10.001	33.977975078	-118.450880217	8.9	2.4	2.07		
T	2022-07-15 00:54:11.001	33.977966378	-118.450888169	5.8	2.0	3.99		
T	2022-07-15 00:54:12.001	33.977956763	-118.450902364	10.7	3.2	5.54		
T	2022-07-15 00:54:13.001	33.977955766	-118.450909700	8.3	2.6	2.27		
T	2022-07-15 00:54:14.001	33.977953180	-118.450916607	5.3	1.5	2.33		
T	2022-07-15 00:54:15.001	33.977948944	-118.450930123	9.1	2.3	4.38		
T	2022-07-15 00:54:16.001	33.977942877	-118.450942221	8.9	2.9	4.29		
T	2022-07-15 00:54:17.001	33.977936203	-118.450947340	8.8	2.4	2.89		
T	2022-07-15 00:54:18.001	33.977931331	-118.450955218	5.9	2.0	2.99		
T	2022-07-15 00:54:19.001	33.977921309	-118.450963622	10.1	2.5	4.45		
T	2022-07-15 00:54:20.001	33.977920329	-118.450975312	4.8	2.5	3.56		
T	2022-07-15 00:54:21.001	33.977918111	-118.450987009	5.5	2.4	3.65		
T	2022-07-15 00:54:22.001	33.977917932	-118.450990692	5.9	1.6	1.08		
T	2022-07-15 00:54:23.001	33.977915175	-118.450998386	9.2	1.2	2.53		
T	2022-07-15 00:54:24.001	33.977911117	-118.450995380	4.1	1.0	1.71		
T	2022-07-15 00:54:25.001	33.977903462	-118.451018363	4.4	2.5	7.49		
T	2022-07-15 00:54:26.001	33.977902434	-118.451032950	10.0	4.0	4.44		
T	2022-07-15 00:54:27	33.977902224	-118.451030819	4.9	1.3	0.62		
T	2022-07-15 00:54:28	33.977896143	-118.451047970	5.4	1.7	5.62		
T	2022-07-15 00:54:29	33.977891173	-118.451059403	5.6	3.3	3.89		
T	2022-07-15 00:54:30	33.977892310	-118.451057652	8.0	1.1	0.70		
T	2022-07-15 00:54:31	33.977893389	-118.451070472	8.6	1.2	3.89		
T	2022-07-15 00:54:32	33.977893389	-118.451070472	8.6	1.3	0.31		
T	2022-07-15 00:54:33	33.977887685	-118.451087486	-1.6	1.9	5.57		
T	2022-07-15 00:54:34	33.977891412	-118.451085329	-1.7	1.5	1.53		
T	2022-07-15 00:54:35	33.977891532	-118.451095358	-1.3	0.9	3.02		
T	2022-07-15 00:54:36	33.977875940	-118.451107571	-3.2	3.0	6.77		
T	2022-07-15 00:54:37	33.977872510	-118.451116999	3.6	3.3	3.08		
T	2022-07-15 00:54:38	33.977865854	-118.451106149	4.3	1.3	4.08		
T	2022-07-15 00:54:39	33.977860111	-118.451122576	7.5	1.6	5.39		
T	2022-07-15 00:54:40	33.977861797	-118.451118977	6.5	1.4	1.25		
T	2022-07-15 00:54:41	33.977857080	-118.451134557	4.4	1.3	5.01		
T	2022-07-15 00:54:42	33.977846601	-118.451148575	6.0	3.6	5.71		
T	2022-07-15 00:54:43	33.977843415	-118.451162413	6.6	3.3	4.35		
T	2022-07-15 00:54:44	33.977846558	-118.451161916	3.9	1.4	1.17		
T	2022-07-15 00:54:45	33.977841846	-118.451169169	5.2	0.7	2.79		
T	2022-07-15 00:54:46	33.977839520	-118.451175248	7.3	1.6	2.02		
T	2022-07-15 00:54:47	33.977832845	-118.451194797	8.9	2.9	6.39		
T	2022-07-15 00:54:48	33.977829427	-118.451206556	7.4	3.5	3.76		
T	2022-07-15 00:54:49	33.977825738	-118.451214215	7.7	2.2	2.68		
T	2022-07-15 00:54:50	33.977827473	-118.451210835	7.9	0.5	1.17		
T	2022-07-15 00:54:51	33.977842159	-118.451224295	9.5	2.3	6.72		
T	2022-07-15 00:54:52	33.977842335	-118.451229331	14.0	2.7	1.49		
T	2022-07-15 00:54:53	33.977836394	-118.451244103	15.5	2.2	4.96		
T	2022-07-15 00:54:54	33.977834948	-118.451244041	13.0	1.8	0.54		
T	2022-07-15 00:54:55	33.977830551	-118.451267481	19.8	2.5	7.26		
T	2022-07-15 00:54:56	33.977826186	-118.451273171	16.0	3.2	2.33		
T	2022-07-15 00:54:57	33.977825435	-118.451271184	10.7	0.7	0.70		
T	2022-07-15 00:54:58	33.977818768	-118.451283164	9.8	1.4	4.38		
T	2022-07-15 00:54:59	33.977808351	-118.451293911	10.5	3.2	5.00		
T	2022-07-15 00:55:00	33.977799350	-118.451303941	13.5	3.2	4.47		
T	2022-07-15 00:55:01	33.977798440	-118.451306690	7.7	1.8	0.88		
T	2022-07-15 00:55:02	33.977795292	-118.451315669	11.3	1.3	2.94		
T	2022-07-15 00:55:03	33.977786735	-118.451331778	11.4	3.0	5.79		
T	2022-07-15 00:55:04	33.977781112	-118.451344697	13.2	3.5	4.43		
T	2022-07-15 00:55:05	33.977779994	-118.451350350	13.5	2.1	1.76		
T	2022-07-15 00:55:06	33.977775250	-118.451354941	11.2	1.3	2.25		
T	2022-07-15 00:55:07	33.977768844	-118.451361206	15.5	1.8	2.99		
T	2022-07-15 00:55:08	33.977767222	-118.451369454	16.9	1.8	2.57		
T	2022-07-15 00:55:09	33.977774438	-118.451366790	4.5	0.9	2.79		
T	2022-07-15 00:55:10	33.977774738	-118.451366270	4.1	1.0	0.31		
T	2022-07-15 00:55:11	33.977774738	-118.451366270	4.1	0.1	0.00		
T	2022-07-15 00:55:12	33.977774738	-118.451366270	4.1	0.0	0.00		
T	2022-07-15 00:55:13	33.977774738	-118.451366270	4.1	0.0	0.00		
T	2022-07-15 00:55:14	33.977788440	-118.451384909	-10.9	2.6	7.53		
T	2022-07-15 00:55:15	33.977785376	-118.451401000	-10.8	3.8	4.98		
T	2022-07-15 00:55:16	33.977778065	-118.451415511	-9.4	3.4	5.14		
T	2022-07-15 00:55:17	33.977770284	-118.451432721	-3.5	3.8	5.94		
T	2022-07-15 00:55:18	33.977771085	-118.451430478	0.5	1.8	0.88		
T	2022-07-15 00:55:19	33.977765845	-118.451440125	2.6	0.9	3.50		
T	2022-07-15 00:55:20	33.977764439	-118.451451405	10.2	2.3	3.47		
T	2022-07-15 00:55:21	33.977754269	-118.451466186	6.8	3.0	5.83		
T	2022-07-15 00:55:22	33.977761501	-118.451462581	5.8	1.2	2.87		
T	2022-07-15 00:55:23	33.977761603	-118.451473793	4.2	1.2	3.38		
T	2022-07-15 00:55:24	33.977764110	-118.451481658	9.1	2.0	2.55		
T	2022-07-15 00:55:25	33.977769795	-118.451487490	0.3	1.7	2.72		
T	2022-07-15 00:55:26	33.977766944	-118.451491489	4.6	1.1	1.59		
T	2022-07-15 00:55:27	33.977769954	-118.451500798	3.3	1.4	3.04		
T	2022-07-15 00:55:28	33.977769677	-118.451499782	3.7	0.9	0.00		
T	2022-07-15 00:55:29	33.977759323	-118.451525508	4.9	2.9	8.64		
T	2022-07-15 00:55:30	33.977760057	-118.451523679	4.9	2.7	0.44		
T	2022-07-15 00:55:31	33.977765849	-118.451544537	9.7	2.1	6.65		
T	2022-07-15 00:55:32	33.977765882	-118.451542256	9.3	2.0	0.76		
T	2022-07-15 00:55:33	33.977773694	-118.451539181	7.5	1.1	3.00		
T	2022-07-15 00:55:34	33.977773192	-118.451557332	7.6	1.8	5.50		
T	2022-07-15 00:55:35	33.977778857	-118.451574678	7.1	3.7	5.64		
T	2022-07-15 00:55:36	33.977781768	-118.451586016	13.0	3.1	3.58		
T	2022-07-15 00:55:37	33.977784140	-118.451597700	9.5	2.5	3.63		
T	2022-07-15 00:55:38	33.977783078	-118.451600245	8.3	1.5	0.88		
T	2022-07-15 00:55:39	33.977787910	-118.451599178	5.0	0.5	1.82		
T	2022-07-15 00:55:40	33.977796721	-118.451607914	2.1	1.9	4.18		
T	2022-07-15 00:55:41	33.977793887	-118.451609388	6.0	1.3	1.08		
T	2022-07-15 00:55:42	33.977795027	-118.451610635	2.2	0.3	0.54		
T	2022-07-15 00:55:43	33.977809058	-118.451630999	3.3	2.9	8.01		
T	2022-07-15 00:55:44	33.977817512	-118.451640493	0.6	4.2	4.20		
T	2022-07-15 00:55:45	33.977815139	-118.451658599	4.7	2.9	5.55		
T	2022-07-15 00:55:46	33.977819633	-118.451680578	7.6	4.1	6.85		
T	2022-07-15 00:55:47	33.977825928	-118.451692390	8.8	3.7	4.25		
T	2022-07-15 00:55:48	33.977809592	-118.451715777	4.7	3.8	9.25		
T	2022-07-15 00:55:49	33.977805176	-118.451735451	11.4	5.1	6.17		
T	2022-07-15 00:55:50	33.977803146	-118.451753588	12.2	4.0	5.54		
T	2022-07-15 00:55:51	33.977812262	-118.451762867	19.4	3.0	4.34		
T	2022-07-15 00:55:52	33.977812887	-118.451771507	17.6	2.2	2.62		
T	2022-07-15 00:55:53	33.977826201	-118.451760884	12.4	1.7	5.83		
T	2022-07-15 00:55:54	33.977823551	-118.451770133	10.1	1.3	2.95		
T	2022-07-15 00:55:55	33.977828939	-118.451785327	18.9	2.5	5.00		
T	2022-07-15 00:55:56	33.977828180	-118.451783012	18.3	1.4	0.76		
T	2022-07-15 00:55:57	33.977844849	-118.451787608	9.5	2.0	6.23		
T	2022-07-15 00:55:58	33.977844524	-118.451794026	7.7	2.3	1.92		
T	2022-07-15 00:55:59	33.977844039	-118.451807323	7.3	2.0	4.04		
T	2022-07-15 00:56:00	33.977847120	-118.451818397	5.8	2.5	3.52		
T	2022-07-15 00:56:01	33.977842456	-118.451824983	4.4	1.8	2.61		
T	2022-07-15 00:56:02	33.977840012	-118.451829386	8.1	1.4	1.62		
T	2022-07-15 00:56:03	33.977843321	-118.451833637	9.9	0.9	1.79		
T	2022-07-15 00:56:04	33.977843033	-118.451831623	6.6	0.4	0.62		
T	2022-07-15 00:56:05	33.977838502	-118.451854157	7.4	2.2	7.01		
T	2022-07-15 00:56:06	33.977834490	-118.451871146	4.5	4.2	5.34		
T	2022-07-15 00:56:07	33.977836334	-118.451880331	3.6	2.7	2.85		
T	2022-07-15 00:56:08	33.977848079	-118.451881642	2.5	2.0	4.30		
T	2022-07-15 00:56:09	33.977849091	-118.451891707	1.0	2.0	3.05		
T	2022-07-15 00:56:10.001	33.977841186	-118.451909427	11.2	3.0	6.10		
T	2022-07-15 00:56:11.001	33.977841994	-118.451926522	11.5	3.7	5.17		
T	2022-07-15 00:56:12.001	33.977844798	-118.451938191	9.8	3.0	3.67		
T	2022-07-15 00:56:13.001	33.977846322	-118.451946622	8.2	2.1	2.61		
T	2022-07-15 00:56:14.001	33.977852488	-118.451949797	5.9	1.5	2.41		
T	2022-07-15 00:56:15.001	33.977845820	-118.451974618	6.7	2.9	7.90		
T	2022-07-15 00:56:16.001	33.977844578	-118.451987543	4.3	4.0	3.94		
T	2022-07-15 00:56:17.001	33.977854380	-118.451997270	3.5	2.6	4.64		
T	2022-07-15 00:56:18.001	33.977851881	-118.452014664	7.8	2.9	5.34		
T	2022-07-15 00:56:19.001	33.977853845	-118.452020371	4.5	2.4	1.87		
T	2022-07-15 00:56:20.001	33.977863048	-118.452028240	4.5	2.0	4.13		
T	2022-07-15 00:56:21.001	33.977858726	-118.452039969	10.6	2.1	3.89		
T	2022-07-15 00:56:22.001	33.977864052	-118.452050591	13.1	2.3	3.75		
T	2022-07-15 00:56:23.001	33.977868176	-118.452052424	9.8	1.7	1.59		
T	2022-07-15 00:56:24.001	33.977871389	-118.452071624	7.7	2.4	5.93		
T	2022-07-15 00:56:25.001	33.977875914	-118.452077605	6.8	2.8	2.43		
T	2022-07-15 00:56:26.001	33.977880646	-118.452073893	6.9	1.2	2.02		
T	2022-07-15 00:56:27.001	33.977879406	-118.452080420	6.8	0.5	1.99		
T	2022-07-15 00:56:28.001	33.977883616	-118.452093704	2.8	2.1	4.29		
T	2022-07-15 00:56:29.001	33.977891751	-118.452118170	6.8	4.2	7.97		
T	2022-07-15 00:56:30.001	33.977890853	-118.452126820	8.9	3.5	2.61		
T	2022-07-15 00:56:31.001	33.977883488	-118.452137715	8.0	2.3	4.25		
T	2022-07-15 00:56:32.001	33.977888729	-118.452145420	5.7	1.9	2.99		
T	2022-07-15 00:56:33	33.977892507	-118.452143198	1.8	1.3	1.56		
T	2022-07-15 00:56:34	33.977894077	-118.452152636	1.6	1.0	2.92		
T	2022-07-15 00:56:35	33.977893069	-118.452154076	4.8	1.1	0.62		
T	2022-07-15 00:56:36	33.977894025	-118.452157394	2.8	0.5	1.12		
T	2022-07-15 00:56:37	33.977898708	-118.452160118	6.3	0.9	1.92		
T	2022-07-15 00:56:38	33.977902413	-118.452166808	13.9	1.4	2.41		
T	2022-07-15 00:56:39	33.977901917	-118.452165753	13.1	0.7	0.44		
T	2022-07-15 00:56:40	33.977907882	-118.452177430	5.1	1.3	4.17		
T	2022-07-15 00:56:41	33.977910753	-118.452180214	6.4	1.9	1.32		
T	2022-07-15 00:56:42	33.977910039	-118.452179261	6.5	0.3	0.31		
T	2022-07-15 00:56:42.999	33.977912021	-118.452198024	3.8	1.8	5.71		
T	2022-07-15 00:56:44	33.977912751	-118.452200472	4.2	2.2	0.76		
T	2022-07-15 00:56:44.999	33.977915529	-118.452199049	0.5	0.4	1.08		
T	2022-07-15 00:56:46	33.977916802	-118.452210266	1.0	1.1	3.44		
T	2022-07-15 00:56:47	33.977921550	-118.452213050	-2.4	1.6	1.92		
T	2022-07-15 00:56:48	33.977927258	-118.452216323	-11.6	1.4	2.31		
T	2022-07-15 00:56:49	33.977926370	-118.452215567	-9.7	0.6	0.44		
T	2022-07-15 00:56:50	33.977926370	-118.452215567	-9.7	0.2	0.00		
T	2022-07-15 00:56:51	33.977928278	-118.452244916	-1.2	3.0	8.90		
T	2022-07-15 00:56:52	33.977925472	-118.452251525	1.8	3.7	2.25		
T	2022-07-15 00:56:53	33.977922837	-118.452260792	4.4	1.8	2.99		
T	2022-07-15 00:56:54	33.977920867	-118.452271842	5.7	2.2	3.43		
T	2022-07-15 00:56:55	33.977914043	-118.452285768	6.5	2.8	4.90		
T	2022-07-15 00:56:56	33.977912896	-118.452287184	6.6	1.9	0.62		
T	2022-07-15 00:56:57	33.977916737	-118.452293970	6.2	0.9	2.49		
T	2022-07-15 00:56:58	33.977915937	-118.452302451	5.5	1.6	2.57		
T	2022-07-15 00:56:59	33.977908104	-118.452301593	20.0	1.3	2.89		
T	2022-07-15 00:57:00	33.977910170	-118.452309723	11.4	1.0	2.57		
T	2022-07-15 00:57:01	33.977906146	-118.452313662	10.4	1.3	1.92		
T	2022-07-15 00:57:02	33.977906792	-118.452317030	9.3	0.9	1.08		
T	2022-07-15 00:57:03	33.977909330	-118.452316894	9.7	0.5	0.88		
T	2022-07-15 00:57:04	33.977910459	-118.452312474	-6.5	0.7	1.39		
T	2022-07-15 00:57:05	33.977909349	-118.452317087	-3.6	0.0	1.49		
T	2022-07-15 00:57:06	33.977908970	-118.452318622	-1.3	0.7	0.44		
T	2022-07-15 00:57:07	33.977908970	-118.452318622	-1.3	0.2	0.00		
T	2022-07-15 00:57:08	33.977908970	-118.452318622	-1.3	0.0	0.00		
T	2022-07-15 00:57:09	33.977908970	-118.452318622	-1.3	0.0	0.00		
T	2022-07-15 00:57:10	33.977908970	-118.452318622	-1.3	0.0	0.00		
T	2022-07-15 00:57:11	33.977908970	-118.452318622	-1.3	0.0	0.00		
T	2022-07-15 00:57:12	33.977919878	-118.452324722	3.5	1.5	4.38		
T	2022-07-15 00:57:13	33.977921078	-118.452325828	3.7	1.7	0.62		
T	2022-07-15 00:57:14	33.977921078	-118.452325828	3.7	0.2	0.00		
T	2022-07-15 00:57:15	33.977921078	-118.452325828	3.7	0.0	0.00		
T	2022-07-15 00:57:16	33.977923909	-118.452335914	10.1	1.1	3.21		
